"complications.hospitals","MORT_30_STK","MORT_30_STK_Standard.Error","COMP_HIP_KNEE","COMP_HIP_KNEE_Standard.Error","MORT_30_CABG","MORT_30_CABG_Standard.Error","PSI_10_POST_KIDNEY","PSI_10_POST_KIDNEY_Standard.Error","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_Standard.Error","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_Standard.Error","PSI_4_SURG_COMP","PSI_4_SURG_COMP_Standard.Error","PSI_6_IAT_PTX","PSI_6_IAT_PTX_Standard.Error","PSI_90_SAFETY","PSI_90_SAFETY_Standard.Error"
50063,"13.3",1.98979591836735,"2.6",0.918367346938776,"2.9",1.12244897959184,"1.05",0.474489795918367,"2.94",1.51530612244898,"2.16",1.1530612244898,"136.23",22.030612244898,"0.32",0.142857142857143,"0.87",0.158163265306122
50067,"14.9",2.55102040816326,"2.6",1.02040816326531,NA,NA,NA,NA,"4.25",1.82142857142857,NA,NA,NA,NA,"0.39",0.158163265306122,"0.98",0.209183673469388
50069,"15.8",1.68367346938776,"2.4",0.663265306122449,"3.9",2.14285714285714,"1.09",0.438775510204082,"3.40",1.18367346938776,"1.96",1.10204081632653,"139.41",20.1785714285714,"0.40",0.13265306122449,"0.91",0.127551020408163
50070,NA,NA,NA,NA,NA,NA,"1.12",0.48469387755102,"4.09",1.79081632653061,NA,NA,NA,NA,"0.39",0.158163265306122,"0.94",0.198979591836735
50071,"14.8",2.60204081632653,NA,NA,NA,NA,"1.08",0.479591836734694,"5.20",1.72448979591837,NA,NA,NA,NA,"0.38",0.153061224489796,"0.97",0.193877551020408
50072,NA,NA,NA,NA,NA,NA,"1.11",0.48469387755102,"4.02",1.77040816326531,NA,NA,NA,NA,"0.39",0.153061224489796,"1.03",0.188775510204082
50073,"14.4",2.5,NA,NA,NA,NA,"1.11",0.48469387755102,"3.83",1.73469387755102,NA,NA,NA,NA,"0.38",0.153061224489796,"0.92",0.198979591836735
50075,"14.5",2.09183673469388,NA,NA,NA,NA,"1.10",0.48469387755102,"3.59",1.6734693877551,NA,NA,NA,NA,"0.48",0.153061224489796,"0.87",0.188775510204082
50076,NA,NA,NA,NA,NA,NA,"1.26",0.474489795918367,"3.85",1.72959183673469,NA,NA,NA,NA,"0.39",0.153061224489796,"0.92",0.188775510204082
50077,"12.4",1.47959183673469,"3.9",0.86734693877551,"2.7",1.42857142857143,"1.13",0.443877551020408,"3.46",1.19387755102041,"1.98",1.10714285714286,"136.58",18.4948979591837,"0.28",0.13265306122449,"0.99",0.13265306122449
