"Provider.Number","MORT.30.AMI.Achievement.Threshold","MORT.30.AMI.Benchmark","MORT.30.AMI.Baseline.Rate","MORT.30.AMI.Performance.Rate","MORT.30.AMI.Achievement.Points","MORT.30.AMI.Improvement.Points","MORT.30.AMI.Measure.Score","MORT.30.HF.Achievement.Threshold","MORT.30.HF.Benchmark","MORT.30.HF.Baseline.Rate","MORT.30.HF.Performance.Rate","MORT.30.HF.Achievement.Points","MORT.30.HF.Improvement.Points","MORT.30.HF.Measure.Score","MORT.30.PN.Achievement.Threshold","MORT.30.PN.Benchmark","MORT.30.PN.Baseline.Rate","MORT.30.PN.Performance.Rate","MORT.30.PN.Achievement.Points","MORT.30.PN.Improvement.Points","MORT.30.PN.Measure.Score","PSI.90.Achievement.Threshold","PSI.90.Benchmark","PSI.90.Baseline.Rate","PSI.90.Performance.Rate","PSI.90.Achievement.Points","PSI.90.Improvement.Points","PSI.90.Measure.Score","HAI.1.Achievement.Threshold","HAI.1.Benchmark","HAI.1.Baseline.Rate","HAI.1.Performance.Rate","HAI.1.Achievement.Points","HAI.1.Improvement.Points","HAI.1.Measure.Score","HAI.2.Achievement.Threshold","HAI.2.Benchmark","HAI.2.Baseline.Rate","HAI.2.Performance.Rate","HAI.2.Achievement.Points","HAI.2.Improvement.Points","HAI.2.Measure.Score","Combined.SSI.Measure.Score","HAI.3.Achievement.Threshold","HAI.3.Benchmark","HAI.3.Baseline.Rate","HAI.3.Performance.Rate","HAI.3.Achievement.Points","HAI.3.Improvement.Points","HAI.3.Measure.Score","HAI.4.Achievement.Threshold","HAI.4.Benchmark","HAI.4.Baseline.Rate","HAI.4.Performance.Rate","HAI.4.Achievement.Points","HAI.4.Improvement.Points","HAI.4.Measure.Score","HAI.5.Achievement.Threshold","HAI.5.Benchmark","HAI.5.Baseline.Rate","HAI.5.Performance.Rate","HAI.5.Achievement.Points","HAI.5.Improvement.Points","HAI.5.Measure.Score","HAI.6.Achievement.Threshold","HAI.6.Benchmark","HAI.6.Baseline.Rate","HAI.6.Performance.Rate","HAI.6.Achievement.Points","HAI.6.Improvement.Points","HAI.6.Measure.Score","PC.01.Achievement.Threshold","PC.01.Benchmark","PC.01.Baseline.Rate","PC.01.Performance.Rate","PC.01.Achievement.Points","PC.01.Improvement.Points","PC.01.Measure.Score"
440152,0.850916,0.873053,"0.850058","0.858148","Not Available","Not Available","Not Available",0.883421,0.907656,"0.879143","0.878857","Not Available","Not Available","Not Available",0.88286,0.9079,"0.867854","0.891819","Not Available","Not Available","Not Available",0.964542,0.709498,"1.387843","0.704181","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.358","1.041","0 out of 10","0 out of 9","0 out of 10",0.906,0,"3.552","1.280","0 out of 10","6 out of 9","6 out of 10","0 out of 10",0.824,0,"0.460","1.663","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"3.635","4.859","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.601","0.521","4 out of 10","1 out of 9","4 out of 10",0.020408,0,"0.011765","0.018519","1 out of 10","0 out of 9","1 out of 10"
440153,0.850916,0.873053,"0.846763","0.873887","Not Available","Not Available","Not Available",0.883421,0.907656,"0.887628","0.892726","4 out of 10","2 out of 9","4 out of 10",0.88286,0.9079,"0.897999","0.865154","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"1.015713","0.632161","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"0.000","0.741","2 out of 10","0 out of 9","2 out of 10","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.326","1.593","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.045455","0.000000","10 out of 10","9 out of 9","10 out of 10"
440156,0.850916,0.873053,"0.852215","0.858527","4 out of 10","3 out of 9","4 out of 10",0.883421,0.907656,"0.863391","0.884824","1 out of 10","4 out of 9","4 out of 10",0.88286,0.9079,"0.872205","0.861979","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.777171","0.539251","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.791","0.739","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.814","0.902","1 out of 10","0 out of 9","1 out of 10","6 out of 10",0.824,0,"0.353","0.672","2 out of 10","0 out of 9","2 out of 10",0.71,0,"1.195","0.000","10 out of 10","9 out of 9","10 out of 10",0.767,0,"0.858","1.762","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.736","0.687","2 out of 10","0 out of 9","2 out of 10",0.020408,0,"0.016000","0.019231","1 out of 10","0 out of 9","1 out of 10"
440159,0.850916,0.873053,"0.846617","0.861962","Not Available","Not Available","Not Available",0.883421,0.907656,"0.881165","0.889883","3 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.875396","0.885327","Not Available","Not Available","Not Available",0.964542,0.709498,"0.924833","0.612961","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.805,0.004,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
440161,0.850916,0.873053,"0.846522","0.875689","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.892730","0.887134","2 out of 10","0 out of 9","2 out of 10",0.88286,0.9079,"0.868661","0.886974","2 out of 10","4 out of 9","4 out of 10",0.964542,0.709498,"0.859120","0.414781","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.360","0.705","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.690","0.493","5 out of 10","2 out of 9","5 out of 10","0 out of 10",0.824,0,"1.177","1.866","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.721","1.429","0 out of 10","0 out of 9","0 out of 10",0.767,0,"0.605","1.541","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.734","1.444","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.025000","0.010870","5 out of 10","5 out of 9","5 out of 10"
440173,0.850916,0.873053,"0.850196","0.871995","9 out of 10","9 out of 9","9 out of 10",0.883421,0.907656,"0.876836","0.846734","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.868071","0.885363","1 out of 10","4 out of 9","4 out of 10",0.964542,0.709498,"0.704551","0.610209","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.730","0.277","3 out of 10","6 out of 9","6 out of 10",0.906,0,"1.462","0.813","1 out of 10","4 out of 9","4 out of 10","5 out of 10",0.824,0,"1.147","0.158","8 out of 10","8 out of 9","8 out of 10",0.71,0,"0.517","1.732","0 out of 10","0 out of 9","0 out of 10",0.767,0,"0.830","3.099","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.596","0.642","2 out of 10","0 out of 9","2 out of 10",0.020408,0,"0.018519","0.058480","0 out of 10","0 out of 9","0 out of 10"
440175,0.850916,0.873053,"0.840634","0.860082","Not Available","Not Available","Not Available",0.883421,0.907656,"0.880147","0.866555","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.901708","0.908721","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"1.164179","0.590751","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.000","1.058","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.000000","0.034483","0 out of 10","0 out of 9","0 out of 10"
440176,0.850916,0.873053,"0.856440","0.880803","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.901131","0.889900","3 out of 10","0 out of 9","3 out of 10",0.88286,0.9079,"0.890739","0.888816","3 out of 10","0 out of 9","3 out of 10",0.964542,0.709498,"1.002741","0.713282","9 out of 10","9 out of 9","9 out of 10",0.369,0,"0.000","0.540","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.000","0.449","5 out of 10","0 out of 9","5 out of 10","10 out of 10",0.824,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"1.777","0.795","0 out of 10","5 out of 9","5 out of 10",0.805,0.004,"1.004","1.531","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
440180,0.850916,0.873053,"0.840689","0.873375","Not Available","Not Available","Not Available",0.883421,0.907656,"0.878772","0.879480","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.862580","0.885301","1 out of 10","5 out of 9","5 out of 10",0.964542,0.709498,"0.909497","0.609757","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.000","0.503","4 out of 10","0 out of 9","4 out of 10",0.020408,0,"0.000000","0.325000","0 out of 10","0 out of 9","0 out of 10"
440182,0.850916,0.873053,"0.843085","0.863756","Not Available","Not Available","Not Available",0.883421,0.907656,"0.870821","0.900122","7 out of 10","7 out of 9","7 out of 10",0.88286,0.9079,"0.870317","0.876560","0 out of 10","1 out of 9","1 out of 10",0.964542,0.709498,"1.043379","0.705031","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.457","0.000","10 out of 10","9 out of 9","10 out of 10",0.020408,0,"0.029412","0.058824","0 out of 10","0 out of 9","0 out of 10"
440183,0.850916,0.873053,"0.856525","0.852173","1 out of 10","0 out of 9","1 out of 10",0.883421,0.907656,"0.886196","0.890979","3 out of 10","2 out of 9","3 out of 10",0.88286,0.9079,"0.851441","0.873176","0 out of 10","3 out of 9","3 out of 10",0.964542,0.709498,"0.826452","0.677613","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.802","1.160","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.655","0.669","3 out of 10","0 out of 9","3 out of 10","0 out of 10",0.824,0,"0.580","1.711","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"1.367","1.394","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.300","0.919","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
440184,0.850916,0.873053,"0.856262","0.870752","Not Available","Not Available","Not Available",0.883421,0.907656,"0.891044","0.891128","3 out of 10","0 out of 9","3 out of 10",0.88286,0.9079,"0.913453","0.907284","9 out of 10","0 out of 9","9 out of 10",0.964542,0.709498,"0.817046","0.591763","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10",0.906,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10","2 out of 10",0.824,0,"1.193","1.533","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.776","0.501","4 out of 10","3 out of 9","4 out of 10",0.020408,0,"0.033333","0.000000","10 out of 10","9 out of 9","10 out of 10"
440185,0.850916,0.873053,"0.843466","0.853191","1 out of 10","3 out of 9","3 out of 10",0.883421,0.907656,"0.880086","0.870559","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.854861","0.870896","0 out of 10","3 out of 9","3 out of 10",0.964542,0.709498,"1.083612","0.699249","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","1.081","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.364","0.474","5 out of 10","0 out of 9","5 out of 10","2 out of 10",0.824,0,"0.000","0.728","2 out of 10","0 out of 9","2 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.900","0.795","0 out of 10","1 out of 9","1 out of 10",0.805,0.004,"0.999","0.297","6 out of 10","7 out of 9","7 out of 10",0.020408,0,"0.021277","0.000000","10 out of 10","9 out of 9","10 out of 10"
440187,0.850916,0.873053,"0.834922","0.865139","Not Available","Not Available","Not Available",0.883421,0.907656,"0.860059","0.864679","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.842074","0.847626","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.951142","0.761906","8 out of 10","7 out of 9","8 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.360","1.950","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.227273","0.108108","0 out of 10","5 out of 9","5 out of 10"
440189,0.850916,0.873053,"0.847262","0.887463","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.865305","0.891473","3 out of 10","6 out of 9","6 out of 10",0.88286,0.9079,"0.866186","0.881825","0 out of 10","3 out of 9","3 out of 10",0.964542,0.709498,"0.820324","0.454901","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.782","1.579","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.313","0.448","5 out of 10","0 out of 9","5 out of 10","5 out of 10",0.824,0,"0.568","0.432","5 out of 10","2 out of 9","5 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.911","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.900","0.924","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
440193,0.850916,0.873053,"0.851700","0.870928","9 out of 10","9 out of 9","9 out of 10",0.883421,0.907656,"0.889814","0.869970","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.873537","0.872489","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.892324","0.605757","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.905","0.000","10 out of 10","9 out of 9","10 out of 10",0.906,0,"0.000","1.261","0 out of 10","0 out of 9","0 out of 10","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"0.000","Not Available","Not Available","Not Available","Not Available",0.767,0,"1.347","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.572","1.742","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.021429","0.016949","2 out of 10","2 out of 9","2 out of 10"
440194,0.850916,0.873053,"0.855415","0.862356","5 out of 10","3 out of 9","5 out of 10",0.883421,0.907656,"0.887958","0.864864","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.859738","0.868627","0 out of 10","1 out of 9","1 out of 10",0.964542,0.709498,"0.984769","0.528206","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.411","0.000","10 out of 10","9 out of 9","10 out of 10",0.906,0,"1.061","0.428","5 out of 10","5 out of 9","5 out of 10","4 out of 10",0.824,0,"0.801","0.965","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.131","1.325","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.019608","0.027027","0 out of 10","0 out of 9","0 out of 10"
440197,0.850916,0.873053,"0.837012","0.861703","5 out of 10","6 out of 9","6 out of 10",0.883421,0.907656,"0.871603","0.889377","3 out of 10","4 out of 9","4 out of 10",0.88286,0.9079,"0.892705","0.898237","6 out of 10","3 out of 9","6 out of 10",0.964542,0.709498,"0.976507","0.530580","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.906,0,"0.512","0.692","3 out of 10","0 out of 9","3 out of 10","4 out of 10",0.824,0,"2.011","1.016","0 out of 10","4 out of 9","4 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"1.425","0.990","0 out of 10","3 out of 9","3 out of 10",0.805,0.004,"0.522","0.975","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
440227,0.850916,0.873053,"0.855190","0.864699","6 out of 10","5 out of 9","6 out of 10",0.883421,0.907656,"0.872004","0.882090","0 out of 10","2 out of 9","2 out of 10",0.88286,0.9079,"0.852269","0.899410","6 out of 10","8 out of 9","8 out of 10",0.964542,0.709498,"0.922085","0.621817","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.616","0.601","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.397","0.345","6 out of 10","1 out of 9","6 out of 10","10 out of 10",0.824,0,"1.465","0.000","10 out of 10","9 out of 9","10 out of 10",0.71,0,"0.980","0.000","10 out of 10","9 out of 9","10 out of 10",0.767,0,"0.000","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.866","0.741","1 out of 10","1 out of 9","1 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
440228,0.850916,0.873053,"0.844855","0.835503","0 out of 10","0 out of 9","0 out of 10",0.883421,0.907656,"0.865173","0.859487","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.852189","0.890501","3 out of 10","6 out of 9","6 out of 10",0.964542,0.709498,"0.799352","0.741231","8 out of 10","6 out of 9","8 out of 10",0.369,0,"0.000","1.235","0 out of 10","0 out of 9","0 out of 10",0.906,0,"1.236","0.448","5 out of 10","6 out of 9","6 out of 10","5 out of 10",0.824,0,"0.000","0.415","5 out of 10","0 out of 9","5 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.805,0.004,"0.451","0.925","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.045455","0.000000","10 out of 10","9 out of 9","10 out of 10"
450002,0.850916,0.873053,"0.833843","0.849006","0 out of 10","3 out of 9","3 out of 10",0.883421,0.907656,"0.906911","0.864707","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.864386","0.874840","0 out of 10","2 out of 9","2 out of 10",0.964542,0.709498,"1.266618","0.822431","6 out of 10","7 out of 9","7 out of 10",0.369,0,"0.231","0.670","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.662","1.034","0 out of 10","0 out of 9","0 out of 10","3 out of 10",0.824,0,"1.717","1.640","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10",0.767,0,"1.094","0.221","7 out of 10","7 out of 9","7 out of 10",0.805,0.004,"0.820","0.517","4 out of 10","3 out of 9","4 out of 10",0.020408,0,"0.049296","0.009259","5 out of 10","8 out of 9","8 out of 10"
450007,0.850916,0.873053,"0.856143","0.857589","3 out of 10","0 out of 9","3 out of 10",0.883421,0.907656,"0.881559","0.850185","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.850871","0.874376","0 out of 10","4 out of 9","4 out of 10",0.964542,0.709498,"0.831909","0.690672","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.906,0,"1.120","0.000","10 out of 10","9 out of 9","10 out of 10","3 out of 10",0.824,0,"1.197","0.808","1 out of 10","3 out of 9","3 out of 10",0.71,0,"1.739","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.000","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.207","0.921","0 out of 10","2 out of 9","2 out of 10",0.020408,0,"0.000000","0.051724","0 out of 10","0 out of 9","0 out of 10"
450010,0.850916,0.873053,"0.827168","0.849624","0 out of 10","4 out of 9","4 out of 10",0.883421,0.907656,"0.851180","0.865051","0 out of 10","2 out of 9","2 out of 10",0.88286,0.9079,"0.860587","0.877613","0 out of 10","3 out of 9","3 out of 10",0.964542,0.709498,"0.847797","0.644565","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.124","0.000","10 out of 10","9 out of 9","10 out of 10",0.906,0,"0.089","0.084","9 out of 10","0 out of 9","9 out of 10","0 out of 10",0.824,0,"0.681","1.093","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.268","0.293","6 out of 10","0 out of 9","6 out of 10",0.805,0.004,"0.723","0.900","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.021930","0.000000","10 out of 10","9 out of 9","10 out of 10"
450011,0.850916,0.873053,"0.856591","0.845688","0 out of 10","0 out of 9","0 out of 10",0.883421,0.907656,"0.850662","0.877848","0 out of 10","4 out of 9","4 out of 10",0.88286,0.9079,"0.895536","0.886603","2 out of 10","0 out of 9","2 out of 10",0.964542,0.709498,"0.911576","0.748238","8 out of 10","8 out of 9","8 out of 10",0.369,0,"0.338","0.801","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.853","0.285","7 out of 10","6 out of 9","7 out of 10","6 out of 10",0.824,0,"0.519","0.363","6 out of 10","3 out of 9","6 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"1.643","0.763","1 out of 10","5 out of 9","5 out of 10",0.805,0.004,"0.607","0.270","7 out of 10","5 out of 9","7 out of 10",0.020408,0,"0.038961","0.028571","0 out of 10","2 out of 9","2 out of 10"
450015,0.850916,0.873053,"0.867155","0.858202","3 out of 10","0 out of 9","3 out of 10",0.883421,0.907656,"0.895774","0.900505","7 out of 10","3 out of 9","7 out of 10",0.88286,0.9079,"0.881008","0.910619","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"1.282391","0.630200","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.460","0.237","4 out of 10","4 out of 9","4 out of 10",0.906,0,"1.112","0.310","6 out of 10","7 out of 9","7 out of 10","8 out of 10",0.824,0,"1.557","0.252","7 out of 10","8 out of 9","8 out of 10",0.71,0,"1.504","0.216","7 out of 10","8 out of 9","8 out of 10",0.767,0,"0.761","1.059","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"1.010","0.810","0 out of 10","1 out of 9","1 out of 10",0.020408,0,"0.022556","0.034483","0 out of 10","0 out of 9","0 out of 10"
450018,0.850916,0.873053,"0.845806","0.860230","4 out of 10","5 out of 9","5 out of 10",0.883421,0.907656,"0.884407","0.897041","6 out of 10","5 out of 9","6 out of 10",0.88286,0.9079,"0.897673","0.899621","7 out of 10","1 out of 9","7 out of 10",0.964542,0.709498,"1.237372","0.878976","4 out of 10","6 out of 9","6 out of 10",0.369,0,"0.516","0.720","0 out of 10","0 out of 9","0 out of 10",0.906,0,"1.011","0.633","3 out of 10","3 out of 9","3 out of 10","5 out of 10",0.824,0,"0.899","0.000","10 out of 10","9 out of 9","10 out of 10",0.71,0,"1.603","1.740","0 out of 10","0 out of 9","0 out of 10",0.767,0,"0.940","0.883","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.493","0.350","6 out of 10","2 out of 9","6 out of 10",0.020408,0,"0.038835","0.023256","0 out of 10","4 out of 9","4 out of 10"
450021,0.850916,0.873053,"0.842035","0.862418","5 out of 10","6 out of 9","6 out of 10",0.883421,0.907656,"0.876480","0.844407","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.894046","0.901540","7 out of 10","5 out of 9","7 out of 10",0.964542,0.709498,"1.273040","0.465615","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.551","0.674","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.967","0.530","4 out of 10","4 out of 9","4 out of 10","0 out of 10",0.824,0,"1.054","1.022","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.762","0.891","0 out of 10","0 out of 9","0 out of 10",0.767,0,"1.046","1.238","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"1.415","0.673","2 out of 10","5 out of 9","5 out of 10",0.020408,0,"0.049180","0.000000","10 out of 10","9 out of 9","10 out of 10"
450023,0.850916,0.873053,"0.853477","0.879754","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.891849","0.891647","4 out of 10","0 out of 9","4 out of 10",0.88286,0.9079,"0.896637","0.896720","5 out of 10","0 out of 9","5 out of 10",0.964542,0.709498,"0.717761","0.589794","10 out of 10","9 out of 9","10 out of 10",0.369,0,"1.178","0.813","0 out of 10","3 out of 9","3 out of 10",0.906,0,"0.980","0.000","10 out of 10","9 out of 9","10 out of 10","7 out of 10",0.824,0,"0.524","0.283","6 out of 10","4 out of 9","6 out of 10",0.71,0,"0.622","0.000","10 out of 10","9 out of 9","10 out of 10",0.767,0,"0.000","1.279","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.898","1.141","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.060000","0.000000","10 out of 10","9 out of 9","10 out of 10"
450024,0.850916,0.873053,"0.859208","0.856748","3 out of 10","0 out of 9","3 out of 10",0.883421,0.907656,"0.859572","0.871470","0 out of 10","2 out of 9","2 out of 10",0.88286,0.9079,"0.863619","0.866810","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"1.471438","1.016123","0 out of 10","5 out of 9","5 out of 10",0.369,0,"1.397","1.553","0 out of 10","0 out of 9","0 out of 10",0.906,0,"1.937","1.114","0 out of 10","4 out of 9","4 out of 10","4 out of 10",0.824,0,"1.491","1.278","0 out of 10","1 out of 9","1 out of 10",0.71,0,"1.924","0.000","10 out of 10","9 out of 9","10 out of 10",0.767,0,"1.205","1.132","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.893","1.021","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.010101","0.000000","10 out of 10","9 out of 9","10 out of 10"
450028,0.850916,0.873053,"0.849409","0.868634","8 out of 10","8 out of 9","8 out of 10",0.883421,0.907656,"0.882082","0.887278","2 out of 10","2 out of 9","2 out of 10",0.88286,0.9079,"0.881589","0.897529","6 out of 10","6 out of 9","6 out of 10",0.964542,0.709498,"0.617926","0.579315","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.189","0.164","6 out of 10","1 out of 9","6 out of 10",0.906,0,"0.283","0.658","3 out of 10","0 out of 9","3 out of 10","7 out of 10",0.824,0,"1.745","1.177","0 out of 10","3 out of 9","3 out of 10",0.71,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.767,0,"1.124","0.000","10 out of 10","9 out of 9","10 out of 10",0.805,0.004,"0.223","0.474","4 out of 10","0 out of 9","4 out of 10",0.020408,0,"0.007813","0.004049","8 out of 10","4 out of 9","8 out of 10"
